case,label,steadySpeed,speedError,maxSpeed,minSpeedAfterEvent,speedDip,peakCurrent,steadyCurrent,steadyTorque,steadyId,steadyIq,overshoot,riseTime90,settlingTime,recoveryTime
case1_no_load,工况1 空载启动,3001.02167001687,-1.02167001686912,3006.59530835698,0,719.19863929601,45.8832533193621,4.00924969815946,-0.00276337811397805,-0.0286991800947774,-0.00860996578578209,6.59530835698251,0.1882,0.20504,NaN
case2_loaded,工况2 带载启动,1000.53435601601,-0.534356016014962,1004.45723296465,-0.259643194928663,480.598596186729,46.0688906085314,14.101882088506,4.99833638196762,-0.772417837102252,13.3915593607157,4.45723296465053,0.09359,0.10193,NaN
case3_speed_step,工况3 转速阶跃,2001.87189402848,-1.87189402848524,2004.46670332241,1001.84706193974,0.0961708434570028,46.0688906085314,14.1479794521049,4.99446384493192,-0.780039677719309,13.3806036695914,4.46670332240774,0.0934700000000001,0.10179,NaN
case4_load_step,工况4 负载突加,1499.57012147431,0.429878525686163,1505.75873003555,1498.58255086061,4.03601070679542,45.8865418701107,27.0881408171846,10.0006865438832,-3.03656506000981,26.5324873585168,5.75873003555012,NaN,NaN,0
case5_lookup,工况5 lookup 对比,1500.50188794259,-0.501887942586722,1503.11682840425,-0.565613312955425,338.361333956347,45.8964078634124,21.8750572002854,7.99822382940172,-1.94173142509378,21.3192015010072,3.11682840425237,NaN,NaN,NaN
case5_id0,工况5 id=0 对比,1500.50863147506,-0.508631475060407,1503.12971187012,-0.576932373528575,327.90404565782,45.5424181262068,21.9700312306512,7.99785426232935,0.0223505901820711,21.5009236822841,3.12971187012363,NaN,NaN,NaN
